date_id,date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend
20130102,2013-01-02,2013,1,1,January,1,3,Wednesday,false
20130103,2013-01-03,2013,1,1,January,1,4,Thursday,false
20130104,2013-01-04,2013,1,1,January,1,5,Friday,false
20130105,2013-01-05,2013,1,1,January,1,6,Saturday,true
20130106,2013-01-06,2013,1,1,January,1,7,Sunday,true
20130107,2013-01-07,2013,1,1,January,2,1,Monday,false
20130108,2013-01-08,2013,1,1,January,2,2,Tuesday,false
20130109,2013-01-09,2013,1,1,January,2,3,Wednesday,false
20130110,2013-01-10,2013,1,1,January,2,4,Thursday,false
20130111,2013-01-11,2013,1,1,January,2,5,Friday,false
20130112,2013-01-12,2013,1,1,January,2,6,Saturday,true
20130113,2013-01-13,2013,1,1,January,2,7,Sunday,true
20130114,2013-01-14,2013,1,1,January,3,1,Monday,false
20130115,2013-01-15,2013,1,1,January,3,2,Tuesday,false
20130116,2013-01-16,2013,1,1,January,3,3,Wednesday,false
20130117,2013-01-17,2013,1,1,January,3,4,Thursday,false
20130118,2013-01-18,2013,1,1,January,3,5,Friday,false
20130119,2013-01-19,2013,1,1,January,3,6,Saturday,true
20130120,2013-01-20,2013,1,1,January,3,7,Sunday,true
20130121,2013-01-21,2013,1,1,January,4,1,Monday,false
20130122,2013-01-22,2013,1,1,January,4,2,Tuesday,false
20130123,2013-01-23,2013,1,1,January,4,3,Wednesday,false
20130124,2013-01-24,2013,1,1,January,4,4,Thursday,false
20130125,2013-01-25,2013,1,1,January,4,5,Friday,false
20130126,2013-01-26,2013,1,1,January,4,6,Saturday,true
20130127,2013-01-27,2013,1,1,January,4,7,Sunday,true
20130128,2013-01-28,2013,1,1,January,5,1,Monday,false
20130129,2013-01-29,2013,1,1,January,5,2,Tuesday,false
20130130,2013-01-30,2013,1,1,January,5,3,Wednesday,false
20130131,2013-01-31,2013,1,1,January,5,4,Thursday,false
20130201,2013-02-01,2013,1,2,February,5,5,Friday,false
20130202,2013-02-02,2013,1,2,February,5,6,Saturday,true
20130203,2013-02-03,2013,1,2,February,5,7,Sunday,true
20130204,2013-02-04,2013,1,2,February,6,1,Monday,false
20130205,2013-02-05,2013,1,2,February,6,2,Tuesday,false
20130206,2013-02-06,2013,1,2,February,6,3,Wednesday,false
20130207,2013-02-07,2013,1,2,February,6,4,Thursday,false
20130208,2013-02-08,2013,1,2,February,6,5,Friday,false
20130209,2013-02-09,2013,1,2,February,6,6,Saturday,true
20130210,2013-02-10,2013,1,2,February,6,7,Sunday,true
20130211,2013-02-11,2013,1,2,February,7,1,Monday,false
20130212,2013-02-12,2013,1,2,February,7,2,Tuesday,false
20130213,2013-02-13,2013,1,2,February,7,3,Wednesday,false
20130214,2013-02-14,2013,1,2,February,7,4,Thursday,false
20130215,2013-02-15,2013,1,2,February,7,5,Friday,false
20130216,2013-02-16,2013,1,2,February,7,6,Saturday,true
20130217,2013-02-17,2013,1,2,February,7,7,Sunday,true
20130218,2013-02-18,2013,1,2,February,8,1,Monday,false
20130219,2013-02-19,2013,1,2,February,8,2,Tuesday,false
20130220,2013-02-20,2013,1,2,February,8,3,Wednesday,false
20130221,2013-02-21,2013,1,2,February,8,4,Thursday,false
20130222,2013-02-22,2013,1,2,February,8,5,Friday,false
20130223,2013-02-23,2013,1,2,February,8,6,Saturday,true
20130224,2013-02-24,2013,1,2,February,8,7,Sunday,true
20130225,2013-02-25,2013,1,2,February,9,1,Monday,false
20130226,2013-02-26,2013,1,2,February,9,2,Tuesday,false
20130227,2013-02-27,2013,1,2,February,9,3,Wednesday,false
20130228,2013-02-28,2013,1,2,February,9,4,Thursday,false
20130301,2013-03-01,2013,1,3,March,9,5,Friday,false
20130302,2013-03-02,2013,1,3,March,9,6,Saturday,true
20130303,2013-03-03,2013,1,3,March,9,7,Sunday,true
20130304,2013-03-04,2013,1,3,March,10,1,Monday,false
20130305,2013-03-05,2013,1,3,March,10,2,Tuesday,false
20130306,2013-03-06,2013,1,3,March,10,3,Wednesday,false
20130307,2013-03-07,2013,1,3,March,10,4,Thursday,false
20130308,2013-03-08,2013,1,3,March,10,5,Friday,false
20130309,2013-03-09,2013,1,3,March,10,6,Saturday,true
20130310,2013-03-10,2013,1,3,March,10,7,Sunday,true
20130311,2013-03-11,2013,1,3,March,11,1,Monday,false
20130312,2013-03-12,2013,1,3,March,11,2,Tuesday,false
20130313,2013-03-13,2013,1,3,March,11,3,Wednesday,false
20130314,2013-03-14,2013,1,3,March,11,4,Thursday,false
20130315,2013-03-15,2013,1,3,March,11,5,Friday,false
20130316,2013-03-16,2013,1,3,March,11,6,Saturday,true
20130317,2013-03-17,2013,1,3,March,11,7,Sunday,true
20130318,2013-03-18,2013,1,3,March,12,1,Monday,false
20130319,2013-03-19,2013,1,3,March,12,2,Tuesday,false
20130320,2013-03-20,2013,1,3,March,12,3,Wednesday,false
20130321,2013-03-21,2013,1,3,March,12,4,Thursday,false
20130322,2013-03-22,2013,1,3,March,12,5,Friday,false
20130323,2013-03-23,2013,1,3,March,12,6,Saturday,true
20130324,2013-03-24,2013,1,3,March,12,7,Sunday,true
20130325,2013-03-25,2013,1,3,March,13,1,Monday,false
20130326,2013-03-26,2013,1,3,March,13,2,Tuesday,false
20130327,2013-03-27,2013,1,3,March,13,3,Wednesday,false
20130328,2013-03-28,2013,1,3,March,13,4,Thursday,false
20130329,2013-03-29,2013,1,3,March,13,5,Friday,false
20130330,2013-03-30,2013,1,3,March,13,6,Saturday,true
20130331,2013-03-31,2013,1,3,March,13,7,Sunday,true
20130401,2013-04-01,2013,2,4,April,14,1,Monday,false
20130402,2013-04-02,2013,2,4,April,14,2,Tuesday,false
20130403,2013-04-03,2013,2,4,April,14,3,Wednesday,false
20130404,2013-04-04,2013,2,4,April,14,4,Thursday,false
20130405,2013-04-05,2013,2,4,April,14,5,Friday,false
20130406,2013-04-06,2013,2,4,April,14,6,Saturday,true
20130407,2013-04-07,2013,2,4,April,14,7,Sunday,true
20130408,2013-04-08,2013,2,4,April,15,1,Monday,false
20130409,2013-04-09,2013,2,4,April,15,2,Tuesday,false
20130410,2013-04-10,2013,2,4,April,15,3,Wednesday,false
20130411,2013-04-11,2013,2,4,April,15,4,Thursday,false
20130412,2013-04-12,2013,2,4,April,15,5,Friday,false
20130413,2013-04-13,2013,2,4,April,15,6,Saturday,true
20130414,2013-04-14,2013,2,4,April,15,7,Sunday,true
20130415,2013-04-15,2013,2,4,April,16,1,Monday,false
20130416,2013-04-16,2013,2,4,April,16,2,Tuesday,false
20130417,2013-04-17,2013,2,4,April,16,3,Wednesday,false
20130418,2013-04-18,2013,2,4,April,16,4,Thursday,false
20130419,2013-04-19,2013,2,4,April,16,5,Friday,false
20130420,2013-04-20,2013,2,4,April,16,6,Saturday,true
20130421,2013-04-21,2013,2,4,April,16,7,Sunday,true
20130422,2013-04-22,2013,2,4,April,17,1,Monday,false
20130423,2013-04-23,2013,2,4,April,17,2,Tuesday,false
20130424,2013-04-24,2013,2,4,April,17,3,Wednesday,false
20130425,2013-04-25,2013,2,4,April,17,4,Thursday,false
20130426,2013-04-26,2013,2,4,April,17,5,Friday,false
20130427,2013-04-27,2013,2,4,April,17,6,Saturday,true
20130428,2013-04-28,2013,2,4,April,17,7,Sunday,true
20130429,2013-04-29,2013,2,4,April,18,1,Monday,false
20130430,2013-04-30,2013,2,4,April,18,2,Tuesday,false
20130501,2013-05-01,2013,2,5,May,18,3,Wednesday,false
20130502,2013-05-02,2013,2,5,May,18,4,Thursday,false
20130503,2013-05-03,2013,2,5,May,18,5,Friday,false
20130504,2013-05-04,2013,2,5,May,18,6,Saturday,true
20130505,2013-05-05,2013,2,5,May,18,7,Sunday,true
20130506,2013-05-06,2013,2,5,May,19,1,Monday,false
20130507,2013-05-07,2013,2,5,May,19,2,Tuesday,false
20130508,2013-05-08,2013,2,5,May,19,3,Wednesday,false
20130509,2013-05-09,2013,2,5,May,19,4,Thursday,false
20130510,2013-05-10,2013,2,5,May,19,5,Friday,false
20130511,2013-05-11,2013,2,5,May,19,6,Saturday,true
20130512,2013-05-12,2013,2,5,May,19,7,Sunday,true
20130513,2013-05-13,2013,2,5,May,20,1,Monday,false
20130514,2013-05-14,2013,2,5,May,20,2,Tuesday,false
20130515,2013-05-15,2013,2,5,May,20,3,Wednesday,false
20130516,2013-05-16,2013,2,5,May,20,4,Thursday,false
20130517,2013-05-17,2013,2,5,May,20,5,Friday,false
20130518,2013-05-18,2013,2,5,May,20,6,Saturday,true
20130519,2013-05-19,2013,2,5,May,20,7,Sunday,true
20130520,2013-05-20,2013,2,5,May,21,1,Monday,false
20130521,2013-05-21,2013,2,5,May,21,2,Tuesday,false
20130522,2013-05-22,2013,2,5,May,21,3,Wednesday,false
20130523,2013-05-23,2013,2,5,May,21,4,Thursday,false
20130524,2013-05-24,2013,2,5,May,21,5,Friday,false
20130525,2013-05-25,2013,2,5,May,21,6,Saturday,true
20130526,2013-05-26,2013,2,5,May,21,7,Sunday,true
20130527,2013-05-27,2013,2,5,May,22,1,Monday,false
20130528,2013-05-28,2013,2,5,May,22,2,Tuesday,false
20130529,2013-05-29,2013,2,5,May,22,3,Wednesday,false
20130530,2013-05-30,2013,2,5,May,22,4,Thursday,false
20130531,2013-05-31,2013,2,5,May,22,5,Friday,false
20130601,2013-06-01,2013,2,6,June,22,6,Saturday,true
20130602,2013-06-02,2013,2,6,June,22,7,Sunday,true
20130603,2013-06-03,2013,2,6,June,23,1,Monday,false
20130604,2013-06-04,2013,2,6,June,23,2,Tuesday,false
20130605,2013-06-05,2013,2,6,June,23,3,Wednesday,false
20130606,2013-06-06,2013,2,6,June,23,4,Thursday,false
20130607,2013-06-07,2013,2,6,June,23,5,Friday,false
20130608,2013-06-08,2013,2,6,June,23,6,Saturday,true
20130609,2013-06-09,2013,2,6,June,23,7,Sunday,true
20130610,2013-06-10,2013,2,6,June,24,1,Monday,false
20130611,2013-06-11,2013,2,6,June,24,2,Tuesday,false
20130612,2013-06-12,2013,2,6,June,24,3,Wednesday,false
20130613,2013-06-13,2013,2,6,June,24,4,Thursday,false
20130614,2013-06-14,2013,2,6,June,24,5,Friday,false
20130615,2013-06-15,2013,2,6,June,24,6,Saturday,true
20130616,2013-06-16,2013,2,6,June,24,7,Sunday,true
20130617,2013-06-17,2013,2,6,June,25,1,Monday,false
20130618,2013-06-18,2013,2,6,June,25,2,Tuesday,false
20130619,2013-06-19,2013,2,6,June,25,3,Wednesday,false
20130620,2013-06-20,2013,2,6,June,25,4,Thursday,false
20130621,2013-06-21,2013,2,6,June,25,5,Friday,false
20130622,2013-06-22,2013,2,6,June,25,6,Saturday,true
20130623,2013-06-23,2013,2,6,June,25,7,Sunday,true
20130624,2013-06-24,2013,2,6,June,26,1,Monday,false
20130625,2013-06-25,2013,2,6,June,26,2,Tuesday,false
20130626,2013-06-26,2013,2,6,June,26,3,Wednesday,false
20130627,2013-06-27,2013,2,6,June,26,4,Thursday,false
20130628,2013-06-28,2013,2,6,June,26,5,Friday,false
20130629,2013-06-29,2013,2,6,June,26,6,Saturday,true
20130630,2013-06-30,2013,2,6,June,26,7,Sunday,true
20130701,2013-07-01,2013,3,7,July,27,1,Monday,false
20130702,2013-07-02,2013,3,7,July,27,2,Tuesday,false
20130703,2013-07-03,2013,3,7,July,27,3,Wednesday,false
20130704,2013-07-04,2013,3,7,July,27,4,Thursday,false
20130705,2013-07-05,2013,3,7,July,27,5,Friday,false
20130706,2013-07-06,2013,3,7,July,27,6,Saturday,true
20130707,2013-07-07,2013,3,7,July,27,7,Sunday,true
20130708,2013-07-08,2013,3,7,July,28,1,Monday,false
20130709,2013-07-09,2013,3,7,July,28,2,Tuesday,false
20130710,2013-07-10,2013,3,7,July,28,3,Wednesday,false
20130711,2013-07-11,2013,3,7,July,28,4,Thursday,false
20130712,2013-07-12,2013,3,7,July,28,5,Friday,false
20130713,2013-07-13,2013,3,7,July,28,6,Saturday,true
20130714,2013-07-14,2013,3,7,July,28,7,Sunday,true
20130715,2013-07-15,2013,3,7,July,29,1,Monday,false
20130716,2013-07-16,2013,3,7,July,29,2,Tuesday,false
20130717,2013-07-17,2013,3,7,July,29,3,Wednesday,false
20130718,2013-07-18,2013,3,7,July,29,4,Thursday,false
20130719,2013-07-19,2013,3,7,July,29,5,Friday,false
20130720,2013-07-20,2013,3,7,July,29,6,Saturday,true
20130721,2013-07-21,2013,3,7,July,29,7,Sunday,true
20130722,2013-07-22,2013,3,7,July,30,1,Monday,false
20130723,2013-07-23,2013,3,7,July,30,2,Tuesday,false
20130724,2013-07-24,2013,3,7,July,30,3,Wednesday,false
20130725,2013-07-25,2013,3,7,July,30,4,Thursday,false
20130726,2013-07-26,2013,3,7,July,30,5,Friday,false
20130727,2013-07-27,2013,3,7,July,30,6,Saturday,true
20130728,2013-07-28,2013,3,7,July,30,7,Sunday,true
20130729,2013-07-29,2013,3,7,July,31,1,Monday,false
20130730,2013-07-30,2013,3,7,July,31,2,Tuesday,false
20130731,2013-07-31,2013,3,7,July,31,3,Wednesday,false
20130801,2013-08-01,2013,3,8,August,31,4,Thursday,false
20130802,2013-08-02,2013,3,8,August,31,5,Friday,false
20130803,2013-08-03,2013,3,8,August,31,6,Saturday,true
20130804,2013-08-04,2013,3,8,August,31,7,Sunday,true
20130805,2013-08-05,2013,3,8,August,32,1,Monday,false
20130806,2013-08-06,2013,3,8,August,32,2,Tuesday,false
20130807,2013-08-07,2013,3,8,August,32,3,Wednesday,false
20130808,2013-08-08,2013,3,8,August,32,4,Thursday,false
20130809,2013-08-09,2013,3,8,August,32,5,Friday,false
20130810,2013-08-10,2013,3,8,August,32,6,Saturday,true
20130811,2013-08-11,2013,3,8,August,32,7,Sunday,true
20130812,2013-08-12,2013,3,8,August,33,1,Monday,false
20130813,2013-08-13,2013,3,8,August,33,2,Tuesday,false
20130814,2013-08-14,2013,3,8,August,33,3,Wednesday,false
20130815,2013-08-15,2013,3,8,August,33,4,Thursday,false
20130816,2013-08-16,2013,3,8,August,33,5,Friday,false
20130817,2013-08-17,2013,3,8,August,33,6,Saturday,true
20130818,2013-08-18,2013,3,8,August,33,7,Sunday,true
20130819,2013-08-19,2013,3,8,August,34,1,Monday,false
20130820,2013-08-20,2013,3,8,August,34,2,Tuesday,false
20130821,2013-08-21,2013,3,8,August,34,3,Wednesday,false
20130822,2013-08-22,2013,3,8,August,34,4,Thursday,false
20130823,2013-08-23,2013,3,8,August,34,5,Friday,false
20130824,2013-08-24,2013,3,8,August,34,6,Saturday,true
20130825,2013-08-25,2013,3,8,August,34,7,Sunday,true
20130826,2013-08-26,2013,3,8,August,35,1,Monday,false
20130827,2013-08-27,2013,3,8,August,35,2,Tuesday,false
20130828,2013-08-28,2013,3,8,August,35,3,Wednesday,false
20130829,2013-08-29,2013,3,8,August,35,4,Thursday,false
20130830,2013-08-30,2013,3,8,August,35,5,Friday,false
20130831,2013-08-31,2013,3,8,August,35,6,Saturday,true
20130901,2013-09-01,2013,3,9,September,35,7,Sunday,true
20130902,2013-09-02,2013,3,9,September,36,1,Monday,false
20130903,2013-09-03,2013,3,9,September,36,2,Tuesday,false
20130904,2013-09-04,2013,3,9,September,36,3,Wednesday,false
20130905,2013-09-05,2013,3,9,September,36,4,Thursday,false
20130906,2013-09-06,2013,3,9,September,36,5,Friday,false
20130907,2013-09-07,2013,3,9,September,36,6,Saturday,true
20130908,2013-09-08,2013,3,9,September,36,7,Sunday,true
20130909,2013-09-09,2013,3,9,September,37,1,Monday,false
20130910,2013-09-10,2013,3,9,September,37,2,Tuesday,false
20130911,2013-09-11,2013,3,9,September,37,3,Wednesday,false
20130912,2013-09-12,2013,3,9,September,37,4,Thursday,false
20130913,2013-09-13,2013,3,9,September,37,5,Friday,false
20130914,2013-09-14,2013,3,9,September,37,6,Saturday,true
20130915,2013-09-15,2013,3,9,September,37,7,Sunday,true
20130916,2013-09-16,2013,3,9,September,38,1,Monday,false
20130917,2013-09-17,2013,3,9,September,38,2,Tuesday,false
20130918,2013-09-18,2013,3,9,September,38,3,Wednesday,false
20130919,2013-09-19,2013,3,9,September,38,4,Thursday,false
20130920,2013-09-20,2013,3,9,September,38,5,Friday,false
20130921,2013-09-21,2013,3,9,September,38,6,Saturday,true
20130922,2013-09-22,2013,3,9,September,38,7,Sunday,true
20130923,2013-09-23,2013,3,9,September,39,1,Monday,false
20130924,2013-09-24,2013,3,9,September,39,2,Tuesday,false
20130925,2013-09-25,2013,3,9,September,39,3,Wednesday,false
20130926,2013-09-26,2013,3,9,September,39,4,Thursday,false
20130927,2013-09-27,2013,3,9,September,39,5,Friday,false
20130928,2013-09-28,2013,3,9,September,39,6,Saturday,true
20130929,2013-09-29,2013,3,9,September,39,7,Sunday,true
20130930,2013-09-30,2013,3,9,September,40,1,Monday,false
20131001,2013-10-01,2013,4,10,October,40,2,Tuesday,false
20131002,2013-10-02,2013,4,10,October,40,3,Wednesday,false
20131003,2013-10-03,2013,4,10,October,40,4,Thursday,false
20131004,2013-10-04,2013,4,10,October,40,5,Friday,false
20131005,2013-10-05,2013,4,10,October,40,6,Saturday,true
20131006,2013-10-06,2013,4,10,October,40,7,Sunday,true
20131007,2013-10-07,2013,4,10,October,41,1,Monday,false
20131008,2013-10-08,2013,4,10,October,41,2,Tuesday,false
20131009,2013-10-09,2013,4,10,October,41,3,Wednesday,false
20131010,2013-10-10,2013,4,10,October,41,4,Thursday,false
20131011,2013-10-11,2013,4,10,October,41,5,Friday,false
20131012,2013-10-12,2013,4,10,October,41,6,Saturday,true
20131013,2013-10-13,2013,4,10,October,41,7,Sunday,true
20131014,2013-10-14,2013,4,10,October,42,1,Monday,false
20131015,2013-10-15,2013,4,10,October,42,2,Tuesday,false
20131016,2013-10-16,2013,4,10,October,42,3,Wednesday,false
20131017,2013-10-17,2013,4,10,October,42,4,Thursday,false
20131018,2013-10-18,2013,4,10,October,42,5,Friday,false
20131019,2013-10-19,2013,4,10,October,42,6,Saturday,true
20131020,2013-10-20,2013,4,10,October,42,7,Sunday,true
20131021,2013-10-21,2013,4,10,October,43,1,Monday,false
20131022,2013-10-22,2013,4,10,October,43,2,Tuesday,false
20131023,2013-10-23,2013,4,10,October,43,3,Wednesday,false
20131024,2013-10-24,2013,4,10,October,43,4,Thursday,false
20131025,2013-10-25,2013,4,10,October,43,5,Friday,false
20131026,2013-10-26,2013,4,10,October,43,6,Saturday,true
20131027,2013-10-27,2013,4,10,October,43,7,Sunday,true
20131028,2013-10-28,2013,4,10,October,44,1,Monday,false
20131029,2013-10-29,2013,4,10,October,44,2,Tuesday,false
20131030,2013-10-30,2013,4,10,October,44,3,Wednesday,false
20131031,2013-10-31,2013,4,10,October,44,4,Thursday,false
20131101,2013-11-01,2013,4,11,November,44,5,Friday,false
20131102,2013-11-02,2013,4,11,November,44,6,Saturday,true
20131103,2013-11-03,2013,4,11,November,44,7,Sunday,true
20131104,2013-11-04,2013,4,11,November,45,1,Monday,false
20131105,2013-11-05,2013,4,11,November,45,2,Tuesday,false
20131106,2013-11-06,2013,4,11,November,45,3,Wednesday,false
20131107,2013-11-07,2013,4,11,November,45,4,Thursday,false
20131108,2013-11-08,2013,4,11,November,45,5,Friday,false
20131109,2013-11-09,2013,4,11,November,45,6,Saturday,true
20131110,2013-11-10,2013,4,11,November,45,7,Sunday,true
20131111,2013-11-11,2013,4,11,November,46,1,Monday,false
20131112,2013-11-12,2013,4,11,November,46,2,Tuesday,false
20131113,2013-11-13,2013,4,11,November,46,3,Wednesday,false
20131114,2013-11-14,2013,4,11,November,46,4,Thursday,false
20131115,2013-11-15,2013,4,11,November,46,5,Friday,false
20131116,2013-11-16,2013,4,11,November,46,6,Saturday,true
20131117,2013-11-17,2013,4,11,November,46,7,Sunday,true
20131118,2013-11-18,2013,4,11,November,47,1,Monday,false
20131119,2013-11-19,2013,4,11,November,47,2,Tuesday,false
20131120,2013-11-20,2013,4,11,November,47,3,Wednesday,false
20131121,2013-11-21,2013,4,11,November,47,4,Thursday,false
20131122,2013-11-22,2013,4,11,November,47,5,Friday,false
20131123,2013-11-23,2013,4,11,November,47,6,Saturday,true
20131124,2013-11-24,2013,4,11,November,47,7,Sunday,true
20131125,2013-11-25,2013,4,11,November,48,1,Monday,false
20131126,2013-11-26,2013,4,11,November,48,2,Tuesday,false
20131127,2013-11-27,2013,4,11,November,48,3,Wednesday,false
20131128,2013-11-28,2013,4,11,November,48,4,Thursday,false
20131129,2013-11-29,2013,4,11,November,48,5,Friday,false
20131130,2013-11-30,2013,4,11,November,48,6,Saturday,true
20131201,2013-12-01,2013,4,12,December,48,7,Sunday,true
20131202,2013-12-02,2013,4,12,December,49,1,Monday,false
20131203,2013-12-03,2013,4,12,December,49,2,Tuesday,false
20131204,2013-12-04,2013,4,12,December,49,3,Wednesday,false
20131205,2013-12-05,2013,4,12,December,49,4,Thursday,false
20131206,2013-12-06,2013,4,12,December,49,5,Friday,false
20131207,2013-12-07,2013,4,12,December,49,6,Saturday,true
20131208,2013-12-08,2013,4,12,December,49,7,Sunday,true
20131209,2013-12-09,2013,4,12,December,50,1,Monday,false
20131210,2013-12-10,2013,4,12,December,50,2,Tuesday,false
20131211,2013-12-11,2013,4,12,December,50,3,Wednesday,false
20131212,2013-12-12,2013,4,12,December,50,4,Thursday,false
20131213,2013-12-13,2013,4,12,December,50,5,Friday,false
20131214,2013-12-14,2013,4,12,December,50,6,Saturday,true
20131215,2013-12-15,2013,4,12,December,50,7,Sunday,true
20131216,2013-12-16,2013,4,12,December,51,1,Monday,false
20131217,2013-12-17,2013,4,12,December,51,2,Tuesday,false
20131218,2013-12-18,2013,4,12,December,51,3,Wednesday,false
20131219,2013-12-19,2013,4,12,December,51,4,Thursday,false
20131220,2013-12-20,2013,4,12,December,51,5,Friday,false
20131221,2013-12-21,2013,4,12,December,51,6,Saturday,true
20131222,2013-12-22,2013,4,12,December,51,7,Sunday,true
20131223,2013-12-23,2013,4,12,December,52,1,Monday,false
20131224,2013-12-24,2013,4,12,December,52,2,Tuesday,false
20131225,2013-12-25,2013,4,12,December,52,3,Wednesday,false
20131226,2013-12-26,2013,4,12,December,52,4,Thursday,false
20131227,2013-12-27,2013,4,12,December,52,5,Friday,false
20131228,2013-12-28,2013,4,12,December,52,6,Saturday,true
20131229,2013-12-29,2013,4,12,December,52,7,Sunday,true
20131230,2013-12-30,2013,4,12,December,1,1,Monday,false
20131231,2013-12-31,2013,4,12,December,1,2,Tuesday,false
20140101,2014-01-01,2014,1,1,January,1,3,Wednesday,false
20140102,2014-01-02,2014,1,1,January,1,4,Thursday,false
20140103,2014-01-03,2014,1,1,January,1,5,Friday,false
20140104,2014-01-04,2014,1,1,January,1,6,Saturday,true
20140105,2014-01-05,2014,1,1,January,1,7,Sunday,true
20140106,2014-01-06,2014,1,1,January,2,1,Monday,false
20140107,2014-01-07,2014,1,1,January,2,2,Tuesday,false
20140108,2014-01-08,2014,1,1,January,2,3,Wednesday,false
20140109,2014-01-09,2014,1,1,January,2,4,Thursday,false
20140110,2014-01-10,2014,1,1,January,2,5,Friday,false
20140111,2014-01-11,2014,1,1,January,2,6,Saturday,true
20140112,2014-01-12,2014,1,1,January,2,7,Sunday,true
20140113,2014-01-13,2014,1,1,January,3,1,Monday,false
20140114,2014-01-14,2014,1,1,January,3,2,Tuesday,false
20140115,2014-01-15,2014,1,1,January,3,3,Wednesday,false
20140116,2014-01-16,2014,1,1,January,3,4,Thursday,false
20140117,2014-01-17,2014,1,1,January,3,5,Friday,false
20140118,2014-01-18,2014,1,1,January,3,6,Saturday,true
20140119,2014-01-19,2014,1,1,January,3,7,Sunday,true
20140120,2014-01-20,2014,1,1,January,4,1,Monday,false
20140121,2014-01-21,2014,1,1,January,4,2,Tuesday,false
20140122,2014-01-22,2014,1,1,January,4,3,Wednesday,false
20140123,2014-01-23,2014,1,1,January,4,4,Thursday,false
20140124,2014-01-24,2014,1,1,January,4,5,Friday,false
20140125,2014-01-25,2014,1,1,January,4,6,Saturday,true
20140126,2014-01-26,2014,1,1,January,4,7,Sunday,true
20140127,2014-01-27,2014,1,1,January,5,1,Monday,false
20140128,2014-01-28,2014,1,1,January,5,2,Tuesday,false
20140129,2014-01-29,2014,1,1,January,5,3,Wednesday,false
20140130,2014-01-30,2014,1,1,January,5,4,Thursday,false
20140131,2014-01-31,2014,1,1,January,5,5,Friday,false
20140201,2014-02-01,2014,1,2,February,5,6,Saturday,true
20140202,2014-02-02,2014,1,2,February,5,7,Sunday,true
20140203,2014-02-03,2014,1,2,February,6,1,Monday,false
20140204,2014-02-04,2014,1,2,February,6,2,Tuesday,false
20140205,2014-02-05,2014,1,2,February,6,3,Wednesday,false
20140206,2014-02-06,2014,1,2,February,6,4,Thursday,false
20140207,2014-02-07,2014,1,2,February,6,5,Friday,false
20140208,2014-02-08,2014,1,2,February,6,6,Saturday,true
20140209,2014-02-09,2014,1,2,February,6,7,Sunday,true
20140210,2014-02-10,2014,1,2,February,7,1,Monday,false
20140211,2014-02-11,2014,1,2,February,7,2,Tuesday,false
20140212,2014-02-12,2014,1,2,February,7,3,Wednesday,false
20140213,2014-02-13,2014,1,2,February,7,4,Thursday,false
20140214,2014-02-14,2014,1,2,February,7,5,Friday,false
20140215,2014-02-15,2014,1,2,February,7,6,Saturday,true
20140216,2014-02-16,2014,1,2,February,7,7,Sunday,true
20140217,2014-02-17,2014,1,2,February,8,1,Monday,false
20140218,2014-02-18,2014,1,2,February,8,2,Tuesday,false
20140219,2014-02-19,2014,1,2,February,8,3,Wednesday,false
20140220,2014-02-20,2014,1,2,February,8,4,Thursday,false
20140221,2014-02-21,2014,1,2,February,8,5,Friday,false
20140222,2014-02-22,2014,1,2,February,8,6,Saturday,true
20140223,2014-02-23,2014,1,2,February,8,7,Sunday,true
20140224,2014-02-24,2014,1,2,February,9,1,Monday,false
20140225,2014-02-25,2014,1,2,February,9,2,Tuesday,false
20140226,2014-02-26,2014,1,2,February,9,3,Wednesday,false
20140227,2014-02-27,2014,1,2,February,9,4,Thursday,false
20140228,2014-02-28,2014,1,2,February,9,5,Friday,false
20140301,2014-03-01,2014,1,3,March,9,6,Saturday,true
20140302,2014-03-02,2014,1,3,March,9,7,Sunday,true
20140303,2014-03-03,2014,1,3,March,10,1,Monday,false
20140304,2014-03-04,2014,1,3,March,10,2,Tuesday,false
20140305,2014-03-05,2014,1,3,March,10,3,Wednesday,false
20140306,2014-03-06,2014,1,3,March,10,4,Thursday,false
20140307,2014-03-07,2014,1,3,March,10,5,Friday,false
20140308,2014-03-08,2014,1,3,March,10,6,Saturday,true
20140309,2014-03-09,2014,1,3,March,10,7,Sunday,true
20140310,2014-03-10,2014,1,3,March,11,1,Monday,false
20140311,2014-03-11,2014,1,3,March,11,2,Tuesday,false
20140312,2014-03-12,2014,1,3,March,11,3,Wednesday,false
20140313,2014-03-13,2014,1,3,March,11,4,Thursday,false
20140314,2014-03-14,2014,1,3,March,11,5,Friday,false
20140315,2014-03-15,2014,1,3,March,11,6,Saturday,true
20140316,2014-03-16,2014,1,3,March,11,7,Sunday,true
20140317,2014-03-17,2014,1,3,March,12,1,Monday,false
20140318,2014-03-18,2014,1,3,March,12,2,Tuesday,false
20140319,2014-03-19,2014,1,3,March,12,3,Wednesday,false
20140320,2014-03-20,2014,1,3,March,12,4,Thursday,false
20140321,2014-03-21,2014,1,3,March,12,5,Friday,false
20140322,2014-03-22,2014,1,3,March,12,6,Saturday,true
20140323,2014-03-23,2014,1,3,March,12,7,Sunday,true
20140324,2014-03-24,2014,1,3,March,13,1,Monday,false
20140325,2014-03-25,2014,1,3,March,13,2,Tuesday,false
20140326,2014-03-26,2014,1,3,March,13,3,Wednesday,false
20140327,2014-03-27,2014,1,3,March,13,4,Thursday,false
